2019-10-04 16:43:43 [scrapy.utils.log] INFO: Scrapy 1.6.0 started (bot: HuPu)
2019-10-04 16:43:43 [scrapy.utils.log] INFO: Versions: lxml 4.4.1.0, libxml2 2.9.9, cssselect 1.1.0, parsel 1.5.2, w3lib 1.21.0, Twisted 19.7.0, Python 3.7.4 (default, Aug 13 2019, 20:35:49) - [GCC 7.3.0], pyOpenSSL 19.0.0 (OpenSSL 1.1.1d  10 Sep 2019), cryptography 2.7, Platform Linux-5.0.0-29-generic-x86_64-with-debian-buster-sid
2019-10-04 16:43:43 [scrapy.crawler] INFO: Overridden settings: {'BOT_NAME': 'HuPu', 'LOG_FILE': 'hupu_bxj.log', 'NEWSPIDER_MODULE': 'HuPu.spiders', 'SPIDER_MODULES': ['HuPu.spiders'], 'USER_AGENT': 'Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.90 Safari/537.36'}
2019-10-04 16:43:43 [scrapy.extensions.telnet] INFO: Telnet Password: d88423b76f220d99
2019-10-04 16:43:43 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2019-10-04 16:43:43 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2019-10-04 16:43:43 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2019-10-04 16:43:43 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2019-10-04 16:43:43 [scrapy.core.engine] INFO: Spider opened
2019-10-04 16:43:43 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2019-10-04 16:43:43 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/bxj> (referer: None)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673927.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.downloadermiddlewares.redirect] DEBUG: Redirecting (301) to <GET https://bbs.hupu.com/bxj> from <GET https://bbs.hupu.com/bxj-1>
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673805.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673734.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672397.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672839.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29660918.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671029.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29668662.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29667498.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29545381.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672826.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669845.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671585.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670568.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29667969.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673139.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/bxj> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29622191.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669886.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673722.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29653071.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672246.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673390.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673898.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29604477.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669442.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673765.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673435.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29616588.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672198.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29632267.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670980.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29606408.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673307.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29659223.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670366.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669540.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672468.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673587.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29661938.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673647.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670275.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670918.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671891.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29665498.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29667426.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29657436.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673894.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29665307.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671709.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673253.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29666005.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672219.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29641157.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29647682.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673788.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29667369.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670995.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670009.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671144.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671562.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670227.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669964.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672758.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669616.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670436.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29660867.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29661126.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29661303.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670700.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673918.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672455.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29667604.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29665027.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670764.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672698.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671202.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29309640.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29667548.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672119.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669785.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672140.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29655113.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673065.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29662438.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29651512.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671670.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29667614.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673386.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29667239.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29668261.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29643457.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670999.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671262.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669202.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673890.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670233.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672324.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29670919.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671681.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673816.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29650434.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29665347.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671646.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29673001.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29668869.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29665351.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669720.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29669182.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29671124.html> (referer: https://bbs.hupu.com/bxj)
2019-10-04 16:43:47 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bbs.hupu.com/29672396.html> (referer: https://bbs.hupu.com/bxj)
